Latitude (decimal degrees):	42.469
Longitude (decimal degrees):	12.739
Elevation (m):	943
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: -15 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230718:0510,78.96,130.29,13.2,22.73,1.17,0.0
20230718:0610,253.95,343.25,24.02,25.05,0.83,0.0
20230718:0710,430.29,573.14,35.06,27.84,0.69,0.0
20230718:0810,563.19,763.79,45.99,29.98,1.17,0.0
20230718:0910,656.3,906.51,56.26,31.57,1.66,0.0
20230718:1010,712.14,995.67,64.65,32.74,2.0,0.0
20230718:1110,714.18,1001.99,68.56,33.69,2.14,0.0
20230718:1210,671.53,936.72,65.64,34.5,2.21,0.0
20230718:1310,535.04,733.26,57.74,35.04,2.34,0.0
20230718:1410,456.57,622.3,47.66,35.2,2.34,0.0
20230718:1510,286.93,404.46,36.79,35.0,2.28,0.0
20230718:1610,110.12,191.14,25.74,34.28,2.14,0.0
20230718:1710,45.77,76.19,14.87,32.76,1.52,0.0
20230718:1810,8.91,23.38,4.47,31.0,0.9,0.0
20230718:1910,0.0,0.0,0.0,30.86,0.69,0.0
20230718:2010,0.0,0.0,0.0,29.76,0.34,0.0
20230718:2110,0.0,0.0,0.0,28.75,0.34,0.0
20230718:2210,0.0,0.0,0.0,27.88,0.55,0.0
20230718:2310,0.0,0.0,0.0,27.15,0.83,0.0
20230719:0010,0.0,0.0,0.0,26.43,0.9,0.0
20230719:0110,0.0,0.0,0.0,25.84,0.9,0.0
20230719:0210,0.0,0.0,0.0,25.13,1.03,0.0
20230719:0310,0.0,0.0,0.0,24.6,1.17,0.0
20230719:0410,1.1,8.66,2.77,24.21,1.17,0.0
20230719:0510,79.5,133.8,13.07,23.94,1.17,0.0
20230719:0610,254.21,343.46,23.89,24.81,0.76,0.0
20230719:0710,428.89,571.16,34.94,28.19,0.83,0.0
20230719:0810,568.77,767.81,45.86,29.62,1.38,0.0
20230719:0910,663.19,915.48,56.11,30.77,1.52,0.0
20230719:1010,714.84,999.81,64.48,31.96,1.79,0.0
20230719:1110,719.35,1007.08,68.38,33.13,2.14,0.0
20230719:1210,680.08,940.52,65.49,33.95,2.62,0.0
20230719:1310,591.79,804.69,57.62,34.28,2.97,0.0
20230719:1410,465.32,625.33,47.56,33.96,3.24,0.0
20230719:1510,293.52,407.8,36.69,33.02,3.1,0.0
20230719:1610,119.63,196.4,25.64,31.64,2.69,0.0
20230719:1710,50.41,81.38,14.77,30.06,1.93,0.0
20230719:1810,9.06,23.38,4.36,28.26,1.31,0.0
20230719:1910,0.0,0.0,0.0,26.37,1.17,0.0
20230719:2010,0.0,0.0,0.0,24.65,1.17,0.0
20230719:2110,0.0,0.0,0.0,23.67,1.31,0.0
20230719:2210,0.0,0.0,0.0,22.84,1.31,0.0
20230719:2310,0.0,0.0,0.0,22.87,1.1,0.0
20230720:0010,0.0,0.0,0.0,23.65,0.9,0.0
20230720:0110,0.0,0.0,0.0,23.29,0.97,0.0
20230720:0210,0.0,0.0,0.0,22.75,1.03,0.0
20230720:0310,0.0,0.0,0.0,22.53,1.03,0.0
20230720:0410,0.09,6.06,2.63,22.71,1.03,0.0
20230720:0510,76.07,125.69,12.94,22.77,0.97,0.0
20230720:0610,247.85,335.02,23.77,24.35,0.41,0.0
20230720:0710,423.55,561.23,34.81,26.59,0.55,0.0
20230720:0810,559.13,754.46,45.73,28.26,0.9,0.0
20230720:0910,654.17,901.25,55.97,29.74,1.24,0.0
20230720:1010,713.8,991.82,64.31,30.92,1.79,0.0
20230720:1110,721.45,1003.69,68.2,31.81,2.07,0.0
20230720:1210,679.08,933.24,65.33,32.32,2.41,0.0
20230720:1310,592.51,802.27,57.49,32.6,2.55,0.0
20230720:1410,439.31,588.51,47.45,32.4,2.62,0.0
20230720:1510,290.32,401.69,36.59,31.78,2.55,0.0
20230720:1610,109.89,188.87,25.54,30.53,2.48,0.0
20230720:1710,44.61,73.59,14.66,29.24,1.03,0.0
20230720:1810,8.01,21.64,4.25,27.95,1.17,0.0
20230720:1910,0.0,0.0,0.0,26.34,1.24,0.0
20230720:2010,0.0,0.0,0.0,25.02,0.97,0.0
20230720:2110,0.0,0.0,0.0,23.9,1.03,0.0
20230720:2210,0.0,0.0,0.0,23.01,1.17,0.0
20230720:2310,0.0,0.0,0.0,22.4,1.24,0.0
20230721:0010,0.0,0.0,0.0,22.21,1.17,0.0
20230721:0110,0.0,0.0,0.0,22.02,1.24,0.0
20230721:0210,0.0,0.0,0.0,21.57,1.38,0.0
20230721:0310,0.0,0.0,0.0,21.52,1.31,0.0
20230721:0410,0.1,6.06,2.49,21.22,1.38,0.0
20230721:0510,73.86,120.76,12.81,21.45,1.38,0.0
20230721:0610,113.64,158.93,23.64,24.52,1.31,0.0
20230721:0710,88.72,128.11,34.68,25.67,2.0,0.0
20230721:0810,39.68,66.36,45.6,27.08,2.41,0.0
20230721:0910,659.9,879.59,55.82,28.24,2.69,0.0
20230721:1010,726.68,980.51,64.14,29.69,3.17,0.0
20230721:1110,733.09,987.44,68.01,30.51,3.72,0.0
20230721:1210,684.03,912.92,65.16,30.78,4.0,0.0
20230721:1310,597.87,789.21,57.36,30.88,4.07,0.0
20230721:1410,468.15,615.42,47.34,30.75,3.93,0.0
20230721:1510,294.36,402.13,36.49,30.22,3.79,0.0
20230721:1610,108.27,186.12,25.44,29.31,3.31,0.0
20230721:1710,46.94,76.19,14.55,28.26,2.83,0.0
20230721:1810,7.53,20.78,4.13,27.05,2.28,0.0
20230721:1910,0.0,0.0,0.0,25.91,1.79,0.0
20230721:2010,0.0,0.0,0.0,24.9,1.66,0.0
20230721:2110,0.0,0.0,0.0,24.0,1.52,0.0
20230721:2210,0.0,0.0,0.0,23.17,1.38,0.0
20230721:2310,0.0,0.0,0.0,22.4,1.31,0.0
20230722:0010,0.0,0.0,0.0,21.96,1.17,0.0
20230722:0110,0.0,0.0,0.0,21.56,1.17,0.0
20230722:0210,0.0,0.0,0.0,21.32,1.17,0.0
20230722:0310,0.0,0.0,0.0,21.64,0.97,0.0
20230722:0410,0.1,6.06,2.34,21.92,0.83,0.0
20230722:0510,65.39,104.66,12.67,22.24,0.69,0.0
20230722:0610,212.72,286.09,23.51,23.89,0.76,0.0
20230722:0710,410.42,534.14,34.56,24.85,1.17,0.0
20230722:0810,543.42,715.67,45.46,25.85,1.45,0.0
20230722:0910,588.88,787.87,55.67,27.36,1.59,0.0
20230722:1010,625.37,847.36,63.96,28.65,1.72,0.0
20230722:1110,718.97,986.16,67.81,29.92,2.21,0.0
20230722:1210,668.76,906.73,64.99,30.71,2.62,0.0
20230722:1310,466.91,618.86,57.22,30.95,3.17,0.0
20230722:1410,437.11,576.48,47.22,30.12,3.1,0.0
20230722:1510,288.41,393.93,36.37,30.08,2.97,0.0
20230722:1610,110.1,187.49,25.32,29.12,2.62,0.0
20230722:1710,43.63,71.86,14.43,28.17,2.55,0.0
20230722:1810,5.5,17.32,4.0,26.78,1.86,0.0
20230722:1910,0.0,0.0,0.0,24.79,1.03,0.0
20230722:2010,0.0,0.0,0.0,23.57,0.97,0.0
20230722:2110,0.0,0.0,0.0,22.56,1.03,0.0
20230722:2210,0.0,0.0,0.0,21.72,1.03,0.0
20230722:2310,0.0,0.0,0.0,21.22,1.03,0.0
20230723:0010,0.0,0.0,0.0,20.92,0.97,0.0
20230723:0110,0.0,0.0,0.0,20.7,1.03,0.0
20230723:0210,0.0,0.0,0.0,20.56,1.03,0.0
20230723:0310,0.0,0.0,0.0,21.01,0.9,0.0
20230723:0410,0.0,4.33,2.19,20.35,0.97,0.0
20230723:0510,76.38,129.44,12.53,20.58,0.83,0.0
20230723:0610,259.01,347.34,23.38,22.88,0.69,0.0
20230723:0710,435.89,572.17,34.42,24.82,0.62,0.0
20230723:0810,569.75,757.23,45.33,26.39,1.24,0.0
20230723:0910,652.08,876.94,55.52,27.62,1.86,0.0
20230723:1010,707.34,960.82,63.78,28.71,2.28,0.0
20230723:1110,723.54,991.47,67.61,29.59,2.21,0.0
20230723:1210,681.18,931.87,64.81,30.43,2.07,0.0
20230723:1310,593.6,800.82,57.07,31.07,2.21,0.0
20230723:1410,464.16,618.68,47.09,31.29,2.55,0.0
20230723:1510,293.81,405.32,36.26,30.97,2.55,0.0
20230723:1610,109.12,187.37,25.21,30.23,2.34,0.0
20230723:1710,44.71,73.59,14.31,29.1,2.07,0.0
20230723:1810,6.47,19.05,3.87,27.68,1.38,0.0
20230723:1910,0.0,0.0,0.0,25.92,1.03,0.0
20230723:2010,0.0,0.0,0.0,24.4,0.97,0.0
20230723:2110,0.0,0.0,0.0,23.47,1.17,0.0
20230723:2210,0.0,0.0,0.0,22.59,1.38,0.0
20230723:2310,0.0,0.0,0.0,21.96,1.45,0.0
20230724:0010,0.0,0.0,0.0,21.54,1.45,0.0
20230724:0110,0.0,0.0,0.0,21.21,1.38,0.0
20230724:0210,0.0,0.0,0.0,20.98,1.38,0.0
20230724:0310,0.0,0.0,0.0,22.0,1.1,0.0
20230724:0410,0.0,0.87,2.04,21.92,1.1,0.0
20230724:0510,70.62,115.65,12.39,21.69,1.17,0.0
20230724:0610,165.76,225.4,23.24,24.49,0.83,0.0
20230724:0710,419.2,558.16,34.29,27.83,0.62,0.0
20230724:0810,357.76,476.5,45.19,29.44,1.1,0.0
20230724:0910,657.18,895.43,55.36,31.31,2.34,0.0
20230724:1010,707.24,974.9,63.6,32.94,2.83,0.0
20230724:1110,698.67,964.47,67.41,34.21,3.17,0.0
20230724:1210,640.73,878.04,64.63,35.09,3.45,0.0
20230724:1310,570.3,774.33,56.92,35.41,3.52,0.0
20230724:1410,422.02,568.69,46.96,35.15,3.66,0.0
20230724:1510,285.21,396.91,36.13,34.38,3.59,0.0
20230724:1610,130.93,198.07,25.08,33.18,3.31,0.0
20230724:1710,43.48,72.73,14.18,31.69,2.41,0.0
20230724:1810,5.88,18.18,3.73,30.0,2.07,0.0
20230724:1910,0.0,0.0,0.0,28.32,1.72,0.0
20230724:2010,0.0,0.0,0.0,26.96,1.72,0.0
20230724:2110,0.0,0.0,0.0,25.72,1.52,0.0
20230724:2210,0.0,0.0,0.0,25.29,1.24,0.0
20230724:2310,0.0,0.0,0.0,24.68,1.38,0.0
20230725:0010,0.0,0.0,0.0,24.42,1.38,0.0
20230725:0110,0.0,0.0,0.0,23.72,1.52,0.0
20230725:0210,0.0,0.0,0.0,22.98,1.79,0.0
20230725:0310,0.0,0.0,0.0,22.36,1.86,0.0
20230725:0410,0.0,0.87,1.89,23.04,1.24,0.0
20230725:0510,3.13,12.9,12.25,24.9,0.76,0.0
20230725:0610,52.15,82.03,23.11,24.87,0.48,0.0
20230725:0710,22.5,43.32,34.15,28.03,1.72,0.0
20230725:0810,149.42,206.74,45.04,29.83,2.48,0.0
20230725:0910,190.11,259.57,55.2,31.53,3.17,0.0
20230725:1010,711.39,959.38,63.41,31.59,3.93,0.0
20230725:1110,725.91,979.17,67.19,32.29,4.41,0.0
20230725:1210,684.52,915.57,64.44,31.77,4.34,0.0
20230725:1310,426.25,559.43,56.77,30.72,4.41,0.0
20230725:1410,450.48,591.19,46.82,29.87,3.59,0.0
20230725:1510,242.54,325.89,36.01,29.29,3.59,0.0
20230725:1610,133.1,196.76,24.96,28.11,3.31,0.0
20230725:1710,41.95,69.26,14.05,26.93,3.1,0.0
20230725:1810,6.04,18.18,3.58,25.68,2.62,0.0
20230725:1910,0.0,0.0,0.0,22.78,2.07,0.0
20230725:2010,0.0,0.0,0.0,21.88,2.0,0.0
20230725:2110,0.0,0.0,0.0,21.02,1.72,0.0
20230725:2210,0.0,0.0,0.0,20.49,1.52,0.0
20230725:2310,0.0,0.0,0.0,19.9,1.45,0.0
20230726:0010,0.0,0.0,0.0,19.36,1.31,0.0
20230726:0110,0.0,0.0,0.0,19.1,1.31,0.0
20230726:0210,0.0,0.0,0.0,18.53,1.31,0.0
20230726:0310,0.0,0.0,0.0,18.12,1.17,0.0
20230726:0410,0.0,0.87,1.74,17.71,1.03,0.0
20230726:0510,27.21,47.93,12.11,17.85,0.76,0.0
20230726:0610,104.01,143.37,22.97,18.7,0.83,0.0
20230726:0710,309.99,395.16,34.02,19.24,0.48,0.0
20230726:0810,478.59,615.46,44.9,20.64,0.83,0.0
20230726:0910,474.34,613.23,55.04,22.0,1.17,0.0
20230726:1010,137.05,186.17,63.21,23.21,1.45,0.0
20230726:1110,447.2,583.02,66.98,24.27,1.52,0.0
20230726:1210,463.1,603.66,64.24,24.89,1.86,0.0
20230726:1310,344.53,446.23,56.6,24.8,2.21,0.0
20230726:1410,76.69,112.44,46.68,24.33,2.14,0.0
20230726:1510,69.42,103.22,35.87,23.96,2.14,0.0
20230726:1610,113.25,187.83,24.82,23.51,2.28,0.0
20230726:1710,40.12,65.8,13.91,22.73,1.93,0.0
20230726:1810,5.67,17.32,3.43,21.91,1.66,0.0
20230726:1910,0.0,0.0,0.0,21.05,0.83,0.0
20230726:2010,0.0,0.0,0.0,20.68,0.34,0.0
20230726:2110,0.0,0.0,0.0,19.75,0.69,0.0
20230726:2210,0.0,0.0,0.0,19.16,0.69,0.0
20230726:2310,0.0,0.0,0.0,18.56,0.83,0.0
20230727:0010,0.0,0.0,0.0,17.68,0.97,0.0
20230727:0110,0.0,0.0,0.0,16.98,1.03,0.0
20230727:0210,0.0,0.0,0.0,16.3,1.17,0.0
20230727:0310,0.0,0.0,0.0,15.76,1.24,0.0
20230727:0410,0.0,1.73,1.58,15.2,1.24,0.0
20230727:0510,78.45,133.05,11.96,15.59,0.97,0.0
20230727:0610,272.74,358.64,22.83,18.91,0.76,0.0
20230727:0710,455.5,586.6,33.88,20.74,0.62,0.0
20230727:0810,586.88,782.23,44.75,22.47,0.21,0.0
20230727:0910,614.27,820.28,54.87,23.93,0.9,0.0
20230727:1010,677.63,913.8,63.02,25.08,1.38,0.0
20230727:1110,611.76,816.57,66.76,26.03,1.72,0.0
20230727:1210,581.91,771.87,64.04,26.74,2.07,0.0
20230727:1310,578.69,763.98,56.43,27.0,2.21,0.0
20230727:1410,481.51,629.47,46.53,26.91,2.34,0.0
20230727:1510,298.61,401.49,35.73,26.44,2.62,0.0
20230727:1610,108.96,185.72,24.68,25.47,2.69,0.0
20230727:1710,37.16,62.34,13.77,24.37,2.55,0.0
20230727:1810,5.13,16.45,3.28,22.93,1.93,0.0
20230727:1910,0.0,0.0,0.0,21.5,1.38,0.0
20230727:2010,0.0,0.0,0.0,20.5,0.83,0.0
20230727:2110,0.0,0.0,0.0,19.62,0.62,0.0
20230727:2210,0.0,0.0,0.0,19.15,0.62,0.0
20230727:2310,0.0,0.0,0.0,18.64,0.76,0.0
20230728:0010,0.0,0.0,0.0,18.11,0.83,0.0
20230728:0110,0.0,0.0,0.0,17.55,0.9,0.0
20230728:0210,0.0,0.0,0.0,17.13,0.97,0.0
20230728:0310,0.0,0.0,0.0,16.99,0.9,0.0
20230728:0410,0.0,0.87,1.42,16.77,0.9,0.0
20230728:0510,75.78,129.05,11.81,16.54,0.83,0.0
20230728:0610,265.56,349.38,22.69,18.57,0.48,0.0
20230728:0710,453.47,579.45,33.74,19.88,0.83,0.0
20230728:0810,582.77,758.6,44.6,21.51,1.03,0.0
20230728:0910,567.84,743.88,54.7,23.05,1.31,0.0
20230728:1010,498.41,651.46,62.81,24.35,1.59,0.0
20230728:1110,472.62,617.16,66.53,25.18,1.93,0.0
20230728:1210,675.67,901.75,63.83,25.93,2.07,0.0
20230728:1310,614.9,809.38,56.26,26.54,2.41,0.0
20230728:1410,414.44,538.53,46.38,26.47,2.69,0.0
20230728:1510,282.21,376.76,35.59,25.97,2.34,0.0
20230728:1610,108.74,185.19,24.54,25.44,2.0,0.0
20230728:1710,37.08,62.34,13.62,24.61,1.79,0.0
20230728:1810,4.62,15.58,3.12,23.47,1.38,0.0
20230728:1910,0.0,0.0,0.0,21.84,1.1,0.0
20230728:2010,0.0,0.0,0.0,20.61,0.9,0.0
20230728:2110,0.0,0.0,0.0,19.86,0.62,0.0
20230728:2210,0.0,0.0,0.0,19.74,0.28,0.0
20230728:2310,0.0,0.0,0.0,19.28,0.41,0.0
20230729:0010,0.0,0.0,0.0,18.89,0.48,0.0
20230729:0110,0.0,0.0,0.0,18.31,0.69,0.0
20230729:0210,0.0,0.0,0.0,17.97,0.76,0.0
20230729:0310,0.0,0.0,0.0,17.61,0.83,0.0
20230729:0410,0.0,0.0,0.0,17.47,0.9,0.0
20230729:0510,74.93,128.94,11.66,17.4,0.83,0.0
20230729:0610,266.06,352.52,22.54,19.74,0.34,0.0
20230729:0710,455.44,591.92,33.59,21.72,0.34,0.0
20230729:0810,582.74,773.09,44.45,23.56,0.62,0.0
20230729:0910,680.93,926.21,54.53,25.25,0.9,0.0
20230729:1010,733.5,1007.19,62.61,26.64,1.38,0.0
20230729:1110,734.52,1004.15,66.3,27.64,1.86,0.0
20230729:1210,681.62,921.95,63.61,28.32,2.07,0.0
20230729:1310,600.74,801.08,56.07,28.74,2.21,0.0
20230729:1410,466.46,614.83,46.22,28.84,2.41,0.0
20230729:1510,292.73,397.88,35.44,28.39,2.48,0.0
20230729:1610,112.2,186.89,24.39,27.6,2.41,0.0
20230729:1710,50.66,80.52,13.46,26.56,2.07,0.0
20230729:1810,3.62,13.85,2.96,25.31,1.38,0.0
20230729:1910,0.0,0.0,0.0,23.88,0.83,0.0
20230729:2010,0.0,0.0,0.0,22.57,0.69,0.0
20230729:2110,0.0,0.0,0.0,21.96,0.62,0.0
20230729:2210,0.0,0.0,0.0,21.76,0.48,0.0
20230729:2310,0.0,0.0,0.0,21.2,0.41,0.0
20230730:0010,0.0,0.0,0.0,20.72,0.55,0.0
20230730:0110,0.0,0.0,0.0,20.31,0.62,0.0
20230730:0210,0.0,0.0,0.0,20.21,0.55,0.0
20230730:0310,0.0,0.0,0.0,19.93,0.69,0.0
20230730:0410,0.0,0.0,0.0,19.72,0.76,0.0
20230730:0510,71.26,121.89,11.51,19.82,0.69,0.0
20230730:0610,257.71,344.24,22.4,21.43,0.34,0.0
20230730:0710,438.44,573.55,33.45,23.36,0.34,0.0
20230730:0810,575.03,767.16,44.3,25.09,0.69,0.0
20230730:0910,624.12,840.83,54.36,26.58,1.24,0.0
20230730:1010,709.62,965.23,62.4,27.75,1.93,0.0
20230730:1110,712.59,967.63,66.06,28.61,2.34,0.0
20230730:1210,681.64,915.76,63.39,29.06,2.76,0.0
20230730:1310,525.7,693.63,55.89,29.27,2.97,0.0
20230730:1410,300.27,395.69,46.05,29.06,3.24,0.0
20230730:1510,289.52,391.67,35.28,28.26,2.9,0.0
20230730:1610,109.48,184.37,24.24,27.51,2.48,0.0
20230730:1710,37.35,63.2,13.3,26.68,2.07,0.0
20230730:1810,3.16,12.99,2.78,25.56,1.52,0.0
20230730:1910,0.0,0.0,0.0,23.94,0.97,0.0
20230730:2010,0.0,0.0,0.0,22.5,0.83,0.0
20230730:2110,0.0,0.0,0.0,21.57,0.83,0.0
20230730:2210,0.0,0.0,0.0,21.0,0.76,0.0
20230730:2310,0.0,0.0,0.0,20.84,0.69,0.0
20230731:0010,0.0,0.0,0.0,20.49,0.69,0.0
20230731:0110,0.0,0.0,0.0,20.12,0.69,0.0
20230731:0210,0.0,0.0,0.0,19.72,0.76,0.0
20230731:0310,0.0,0.0,0.0,19.26,0.9,0.0
20230731:0410,0.0,0.0,0.0,18.55,1.03,0.0
20230731:0510,73.05,126.6,11.36,18.46,0.97,0.0
20230731:0610,264.21,352.0,22.25,21.15,0.48,0.0
20230731:0710,442.92,579.55,33.3,23.71,0.48,0.0
20230731:0810,579.66,775.64,44.15,25.43,0.69,0.0
20230731:0910,669.34,916.75,54.18,26.81,0.9,0.0
20230731:1010,668.34,918.41,62.19,27.91,1.17,0.0
20230731:1110,661.71,909.87,65.82,28.64,1.31,0.0
20230731:1210,684.47,940.14,63.16,29.31,1.59,0.0
20230731:1310,601.49,811.77,55.69,29.75,1.79,0.0
20230731:1410,470.9,627.91,45.88,29.9,1.86,0.0
20230731:1510,297.28,409.53,35.12,29.63,1.79,0.0
20230731:1610,103.63,182.67,24.07,29.12,2.0,0.0
20230731:1710,50.29,80.52,13.13,27.96,1.93,0.0
20230731:1810,2.27,11.26,2.61,26.46,1.79,0.0
20230731:1910,0.0,0.0,0.0,24.76,1.31,0.0
20230731:2010,0.0,0.0,0.0,23.13,1.03,0.0
20230731:2110,0.0,0.0,0.0,22.08,1.03,0.0
20230731:2210,0.0,0.0,0.0,21.22,0.97,0.0
20230731:2310,0.0,0.0,0.0,20.81,0.9,0.0
20230801:0010,0.0,0.0,0.0,20.68,0.83,0.0
20230801:0110,0.0,0.0,0.0,20.42,0.83,0.0
20230801:0210,0.0,0.0,0.0,20.18,0.83,0.0
20230801:0310,0.0,0.0,0.0,19.97,0.83,0.0
20230801:0410,0.0,0.0,0.0,19.69,0.9,0.0
20230801:0510,71.53,124.24,11.21,19.68,0.83,0.0
20230801:0610,259.32,345.9,22.11,21.44,0.48,0.0
20230801:0710,450.58,582.27,33.16,22.53,0.97,0.0
20230801:0810,580.6,762.01,43.99,24.25,1.38,0.0
20230801:0910,629.91,833.46,54.0,25.74,2.07,0.0
20230801:1010,724.01,971.63,61.97,26.9,2.55,0.0
20230801:1110,562.35,741.57,65.57,27.62,2.83,0.0
20230801:1210,654.29,868.59,62.93,27.99,3.03,0.0
20230801:1310,539.11,705.91,55.49,28.04,3.17,0.0
20230801:1410,300.63,393.59,45.7,27.72,3.24,0.0
20230801:1510,292.86,392.98,34.95,26.76,3.24,0.0
20230801:1610,103.49,181.66,23.91,25.5,3.1,0.0
20230801:1710,36.54,61.47,12.96,24.12,2.55,0.0
20230801:1810,1.91,10.39,2.43,22.81,2.0,0.0
20230801:1910,0.0,0.0,0.0,21.68,1.72,0.0
20230801:2010,0.0,0.0,0.0,20.86,1.38,0.0
20230801:2110,0.0,0.0,0.0,20.09,1.24,0.0
20230801:2210,0.0,0.0,0.0,19.26,1.17,0.0
20230801:2310,0.0,0.0,0.0,18.6,1.1,0.0
20230802:0010,0.0,0.0,0.0,18.26,1.03,0.0
20230802:0110,0.0,0.0,0.0,17.86,0.97,0.0
20230802:0210,0.0,0.0,0.0,17.65,0.97,0.0
20230802:0310,0.0,0.0,0.0,17.28,1.03,0.0
20230802:0410,0.0,0.0,0.0,16.99,1.03,0.0
20230802:0510,71.48,122.63,11.05,17.39,0.9,0.0
20230802:0610,257.1,339.86,21.96,19.93,0.69,0.0
20230802:0710,443.14,570.18,33.01,21.86,0.97,0.0
20230802:0810,584.05,765.55,43.83,23.56,1.24,0.0
20230802:0910,679.94,914.42,53.82,25.02,1.31,0.0
20230802:1010,727.58,990.0,61.75,26.39,1.66,0.0
20230802:1110,719.9,980.48,65.32,27.46,1.86,0.0
20230802:1210,664.26,895.76,62.69,28.22,2.07,0.0
20230802:1310,594.16,791.09,55.28,28.64,2.21,0.0
20230802:1410,456.04,600.46,45.52,28.76,2.41,0.0
20230802:1510,289.44,393.09,34.78,28.4,2.76,0.0
20230802:1610,119.32,171.05,23.74,27.07,3.03,0.0
20230802:1710,14.9,32.03,12.79,25.61,2.69,0.0
20230802:1810,0.0,4.33,2.24,24.1,1.79,0.0
20230802:1910,0.0,0.0,0.0,23.16,1.17,0.0
20230802:2010,0.0,0.0,0.0,22.36,0.9,0.0
20230802:2110,0.0,0.0,0.0,21.73,0.83,0.0
20230802:2210,0.0,0.0,0.0,20.94,0.83,0.0
20230802:2310,0.0,0.0,0.0,20.09,0.97,0.0
20230803:0010,0.0,0.0,0.0,19.39,1.1,0.0
20230803:0110,0.0,0.0,0.0,18.85,1.1,0.0
20230803:0210,0.0,0.0,0.0,18.44,1.1,0.0
20230803:0310,0.0,0.0,0.0,17.92,1.17,0.0
20230803:0410,0.0,0.0,0.0,17.46,1.24,0.0
20230803:0510,69.69,120.04,10.89,17.79,1.03,0.0
20230803:0610,255.48,338.45,21.81,20.81,0.97,0.0
20230803:0710,445.47,572.62,32.86,22.78,1.45,0.0
20230803:0810,586.1,764.17,43.67,24.13,1.79,0.0
20230803:0910,686.2,911.99,53.63,25.49,2.14,0.0
20230803:1010,742.15,999.69,61.52,26.71,2.41,0.0
20230803:1110,743.79,1001.43,65.06,27.57,2.76,0.0
20230803:1210,671.46,897.88,62.45,28.38,2.76,0.0
20230803:1310,569.71,751.93,55.07,28.63,2.83,0.0
20230803:1410,466.3,610.65,45.33,28.57,2.97,0.0
20230803:1510,293.76,397.74,34.6,27.81,2.97,0.0
20230803:1610,116.74,186.07,23.56,27.07,2.76,0.0
20230803:1710,40.1,66.67,12.61,26.18,2.41,0.0
20230803:1810,0.39,6.93,2.05,25.04,1.79,0.0
20230803:1910,0.0,0.0,0.0,23.76,1.59,0.0
20230803:2010,0.0,0.0,0.0,22.73,1.38,0.0
20230803:2110,0.0,0.0,0.0,21.76,1.38,0.0
20230803:2210,0.0,0.0,0.0,20.87,1.24,0.0
20230803:2310,0.0,0.0,0.0,20.09,1.31,0.0
20230804:0010,0.0,0.0,0.0,19.57,1.31,0.0
20230804:0110,0.0,0.0,0.0,19.12,1.31,0.0
20230804:0210,0.0,0.0,0.0,18.7,1.31,0.0
20230804:0310,0.0,0.0,0.0,18.42,1.31,0.0
20230804:0410,0.0,0.0,0.0,18.18,1.31,0.0
20230804:0510,65.87,112.01,10.73,18.61,1.17,0.0
20230804:0610,241.65,320.24,21.65,21.5,1.38,0.0
20230804:0710,424.61,543.8,32.7,23.29,1.93,0.0
20230804:0810,507.38,651.86,43.5,24.32,2.55,0.0
20230804:0910,518.14,671.7,53.45,25.59,2.76,0.0
20230804:1010,586.58,769.61,61.3,27.18,3.17,0.0
20230804:1110,615.75,808.17,64.8,27.95,3.86,0.0
20230804:1210,64.04,96.77,62.2,25.05,3.79,0.0
20230804:1310,82.1,118.89,54.85,24.14,3.1,0.0
20230804:1410,321.75,412.03,45.13,22.72,2.48,0.0
20230804:1510,193.23,254.59,34.42,22.49,2.21,0.0
20230804:1610,12.29,27.65,23.38,20.78,2.21,0.0
20230804:1710,7.89,20.78,12.42,19.26,2.07,0.0
20230804:1810,0.0,2.6,1.85,18.18,1.93,0.0
20230804:1910,0.0,0.0,0.0,17.73,1.72,0.0
20230804:2010,0.0,0.0,0.0,17.1,1.24,0.0
20230804:2110,0.0,0.0,0.0,16.43,0.97,0.0
20230804:2210,0.0,0.0,0.0,16.11,0.97,0.0
20230804:2310,0.0,0.0,0.0,15.53,0.97,0.0
20230805:0010,0.0,0.0,0.0,15.2,1.1,0.0
20230805:0110,0.0,0.0,0.0,14.79,1.24,0.0
20230805:0210,0.0,0.0,0.0,14.76,0.83,0.0
20230805:0310,0.0,0.0,0.0,14.45,0.34,0.0
20230805:0410,0.0,0.0,0.0,14.02,0.55,0.0
20230805:0510,73.52,125.93,10.58,13.86,0.55,0.0
20230805:0610,254.11,327.19,21.5,14.71,0.69,0.0
20230805:0710,66.7,96.77,32.55,15.98,0.76,0.0
20230805:0810,372.99,468.04,43.34,17.07,0.9,0.0
20230805:0910,48.09,74.65,53.25,18.13,1.03,0.0
20230805:1010,67.3,98.62,61.06,18.91,1.24,0.0
20230805:1110,171.13,223.96,64.53,19.48,1.72,0.0
20230805:1210,724.24,942.04,61.94,20.13,2.07,0.0
20230805:1310,531.05,674.2,54.63,19.68,2.0,0.0
20230805:1410,439.89,553.19,44.93,18.3,1.79,0.0
20230805:1510,291.14,378.25,34.23,18.2,1.1,0.0
20230805:1610,127.45,186.58,23.19,17.64,0.62,0.0
20230805:1710,46.74,72.73,12.23,17.11,0.55,0.0
20230805:1810,0.0,5.19,1.65,16.58,0.48,0.0
